Ancestor?,Scan date,Nr,Name,Temp Evo,Gender,Nickname,Level,possibleLevels,CP,HP,Dust cost,min IV%,ØIV%,max IV%,ØATT IV,ØDEF IV,ØHP IV,Unique?,Fast move,Special move,Special move 2,DPS,LL Rank (min),LL Rank (max),GL Evo,GL Rank (min),GL Rank (max),UL Evo,UL Rank (min),UL Rank (max),Box,Custom1,Custom2,Saved,Egg,Lucky?,BuddyBoosted,Form,ShadowForm,MultiForm?,Height (cm),Catch Date
0,5/29/23 16:24:58,55,Golduck,-,♀,%?21₉₈⓯♀,21.0,21.0,1466,124,3000,97.8,97.8,97.8,15.0,15.0,14.0,1, - , - , - ,0.0, - , - , - , - , - ,Golduck,1921,1921,3 Stars,,,1,0,0,0,717,1,0,?,?
0,5/29/23 16:25:01,55,Golduck,-,♂,^_20₈₉⑩⓯⓯♂,20.0,20.0,1366,122,2500,88.9,88.9,88.9,10.0,15.0,15.0,1, - , - , - ,0.0, - , - , - , - , - ,Golduck,537,537,Default,,,1,0,0,0,717,1,0,?,2023-?-?
0,5/29/23 16:25:04,55,Golduck,-,♂,^_12₄₄⑧⓪⑫♂,12.0,12.0,771,93,1300,44.4,44.4,44.4,8.0,0.0,12.0,1, - , - , - ,0.0, - , - , - , - , - ,Golduck,2009,2009,Default,,,1,0,0,0,717,1,0,?,2021-02-20
0,5/29/23 16:25:07,55,Golduck,-,♀,¥₄₉♀,10.0,10.0,635,85,1000,48.9,48.9,48.9,0.0,10.0,12.0,1, - , - , - ,0.0, - , - , - , - , - ,Golduck,21,21,Great League,,,1,0,0,0,717,1,0,?,2023-?-?
0,5/29/23 16:25:10,55,Golduck Shadow,-,♀,>$08₇₃⑧♀,8.0,8.0,526,76,960,73.3,73.3,73.3,8.0,10.0,15.0,1, - , - , - ,0.0, - , - , - , - , - ,Golduck,634,634,Shadow,,,1,0,0,0,717,2,0,?,2023-?-?
0,5/29/23 16:25:12,55,Golduck,-,♀,¢₄₀♀,5.0,5.0,299,56,600,40.0,40.0,40.0,3.0,10.0,5.0,1, - , - , - ,0.0, - , - , - , - , - ,Golduck,716,716,Little League,,,1,0,0,0,717,1,0,?,?
0,5/29/23 16:25:16,55,Golduck,-,♂,¥₆₂♂,2.0,2.0,101,33,200,62.2,62.2,62.2,4.0,11.0,13.0,1, - , - , - ,0.0, - , - , - , - , - ,Golduck,465,465,Great League,,,1,0,0,0,717,1,0,?,2023-?-?
0,5/29/23 16:25:20,56,Mankey,-,♂,^_30₄₇⑩①⑩♂,30.0,30.0,878,95,5000,46.7,46.7,46.7,10.0,1.0,10.0,1, - , - , - ,0.0, - , - , - , - , - ,Primeape,2611,2611,Default,,,1,0,0,0,55,1,0,?,2023-?-?
0,5/29/23 16:25:23,56,Mankey,-,♂,£95e₈₂♂,15.0,15.0,478,68,1900,82.2,82.2,82.2,12.0,12.0,13.0,1, - , - , - ,0.0, - , - ,Primeape,1407,1407,Primeape,95,95,Ultra League,,,1,0,0,0,55,1,0,?,2023-?-?
0,5/29/23 16:25:24,56,Mankey,-,♀,£147e₇₆♀,15.0,15.0,471,67,1900,75.6,75.6,75.6,10.0,13.0,11.0,1, - , - , - ,0.0, - , - ,Primeape,2408,2408,Primeape,147,147,Ultra League,,,1,0,0,0,55,1,0,?,2023-?-?
0,5/29/23 16:25:26,57,Primeape,-,♂,£88₈₄♂,28.0,28.0,1784,123,2250,84.4,84.4,84.4,12.0,14.0,12.0,1, - , - , - ,0.0, - , - , - , - , - ,Primeape,88,88,Ultra League,,,1,1,1,0,56,1,0,?,?
0,5/29/23 16:25:27,57,Primeape,-,♂,%㉓24₉₃⓯♂,24.0,24.0,1554,115,3500,93.3,93.3,93.3,15.0,13.0,14.0,1, - , - , - ,0.0, - , - , - , - , - ,Primeape,290,290,3 Stars,,,1,0,0,0,56,1,0,?,2023-?-?
0,5/29/23 16:25:29,57,Primeape,-,♀,¥74₇₆♀,24.0,24.0,1499,115,3500,75.6,75.6,75.6,7.0,14.0,13.0,1, - , - , - ,0.0, - , - ,Primeape,74,74,Primeape,158,158,Great League,,,1,0,0,0,56,1,0,?,2023-?-?
0,5/29/23 16:25:30,57,Primeape,-,♀,¥187₇₃♀,13.0,13.0,811,83,1600,73.3,73.3,73.3,8.0,15.0,10.0,1, - , - , - ,0.0, - , - ,Primeape,187,187,Primeape,201,201,Great League,,,1,0,0,0,56,1,0,?,2023-?-?
0,5/29/23 16:25:31,58,Growlithe,-,♂,¥₉₈♂,28.0,28.0,988,113,4500,97.8,97.8,97.8,14.0,15.0,15.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Great League,,,1,0,0,0,720,1,0,?,2023-?-?
0,5/29/23 16:25:34,58,Growlithe,-,♂,^_29₇₆⑫⑭⑧♂,29.0,29.0,983,110,5000,75.6,75.6,75.6,12.0,14.0,8.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Default,,,1,0,0,0,720,1,0,?,2023-?-?
0,5/29/23 16:25:36,58,Growlithe Hisui,-,♂,¥₉₈♂,23.5,23.5,885,109,3500,97.8,97.8,97.8,15.0,15.0,14.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Great League,,,1,0,0,0,1972,1,0,?,2023-?-?
0,5/29/23 16:25:36,58,Growlithe,-,♂,¥₉₈♂,25.0,25.0,885,106,4000,97.8,97.8,97.8,15.0,15.0,14.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Great League,,,1,0,0,0,720,1,0,?,2020-10-13
0,5/29/23 16:25:39,58,Growlithe Shadow,-,♂,>$15'₆₀⑤♂,15.5,15.5,495,84,2280,60.0,60.0,60.0,5.0,8.0,14.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Shadow,,,1,0,0,0,720,2,0,?,2023-?-?
0,5/29/23 16:25:41,58,Growlithe,-,♀,¢₆₂♀,1.0,1.0,15,14,200,62.2,62.2,62.2,3.0,15.0,10.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Little League,,,1,0,0,0,720,1,0,?,2022-03-15
0,5/29/23 16:25:43,59,Arcanine Purified,-,♂,%㉓25₉₆⑭♂,25.0,25.0,2149,148,3600,95.6,95.6,95.6,14.0,14.0,15.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,3 Stars,,,1,0,0,0,723,4,0,?,2023-?-?
0,5/29/23 16:25:46,59,Arcanine,-,♀,^_25₆₀⑦⑫⑧♀,25.0,25.0,2042,143,4000,60.0,60.0,60.0,7.0,12.0,8.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Default,,,1,0,0,0,723,1,0,?,2021-07-17
0,5/29/23 16:25:49,59,Arcanine,-,♂,£₆₀♂,25.0,25.0,2015,146,4000,60.0,60.0,60.0,0.0,14.0,13.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Ultra League,,,1,0,0,0,723,1,0,?,2022-06-06
0,5/29/23 16:25:52,59,Arcanine,-,♂,^_21₉₁⓯⑫⑭♂,21.0,21.0,1798,135,3000,91.1,91.1,91.1,15.0,12.0,14.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Default,,,1,0,0,0,723,1,0,?,2016-10-14
0,5/29/23 16:25:54,59,Arcanine,-,♂,%㉑20₉₆⑭♂,20.0,20.0,1719,132,2500,95.6,95.6,95.6,14.0,14.0,15.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,3 Stars,,,1,0,0,0,723,1,0,?,2021-02-16
0,5/29/23 16:25:59,59,Arcanine,-,♂,¥₅₈♂,14.0,14.0,1131,107,1600,57.8,57.8,57.8,2.0,15.0,9.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Great League,,,1,0,0,0,723,1,0,?,2023-?-?
0,5/29/23 16:26:02,59,Arcanine Shadow,-,♀,>$08₆₇⑫♀,8.0,8.0,654,80,960,66.7,66.7,66.7,12.0,10.0,8.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Shadow,,,1,0,0,0,723,2,0,?,2023-?-?
0,5/29/23 16:26:03,59,Arcanine Shadow,-,♂,¥₄₀♂,8.0,8.0,622,80,960,40.0,40.0,40.0,1.0,9.0,8.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Great League,,,1,0,0,0,723,2,0,?,2023-?-?
0,5/29/23 16:26:05,59,Arcanine Shadow,-,♀,>$08₃₆⓪♀,8.0,8.0,619,79,960,35.6,35.6,35.6,0.0,12.0,4.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Shadow,,,1,0,0,0,723,2,0,?,2021-01-19
0,5/29/23 16:26:06,59,Arcanine,-,♂,¥₄₀♂,3.0,3.0,205,46,400,40.0,40.0,40.0,1.0,8.0,9.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Great League,,,1,0,0,0,723,1,0,?,2023-?-?
0,5/29/23 16:26:09,60,Poliwag Purified,-,♂,^_25₈₉⓯⓯⑩♂,25.0,25.0,581,86,3600,88.9,88.9,88.9,15.0,15.0,10.0,1, - , - , - ,0.0, - , - ,Poliwhirl,537,537,Politoed,1840,1840,Default,,,1,0,0,0,642,4,0,?,?
0,5/29/23 16:26:12,60,Poliwag,-,♂,^_23₇₃⓯⑫⑥♂,23.0,23.0,518,80,3500,73.3,73.3,73.3,15.0,12.0,6.0,1, - , - , - ,0.0, - , - ,Poliwhirl,1012,1012,Politoed,3121,3121,Default,,,1,0,0,0,642,1,0,?,2023-?-?
0,5/29/23 16:26:15,60,Poliwag,-,♀,^_26₂₀①③⑤♀,26.0,26.0,487,85,4000,20.0,20.0,20.0,1.0,3.0,5.0,1, - , - , - ,0.0, - , - , - , - , - ,Poliwrath,1044,1044,Default,,,1,0,0,0,642,1,0,?,2023-?-?
0,5/29/23 16:26:18,60,Poliwag,-,♀,•20•㉒♀,20.0,20.0,473,80,2500,100.0,100.0,100.0,15.0,15.0,15.0,1, - , - , - ,0.0, - , - ,Poliwhirl,446,446,Politoed,1450,1450,Hundo,,,1,0,0,0,642,1,0,?,2022-06-18
0,5/29/23 16:26:21,60,Poliwag,-,♂,%㉒20₉₆⓯♂,20.0,20.0,470,79,2500,95.6,95.6,95.6,15.0,15.0,13.0,1, - , - , - ,0.0, - , - ,Poliwhirl,483,483,Politoed,1392,1392,3 Stars,,,1,0,0,0,642,1,0,?,2022-08-29
0,5/29/23 16:26:24,60,Poliwag,-,♀,%㉒20₉₆⓯♀,20.0,20.0,468,80,2500,95.6,95.6,95.6,15.0,13.0,15.0,1, - , - , - ,0.0, - , - ,Poliwhirl,321,321,Politoed,1777,1777,3 Stars,,,1,0,0,0,642,1,0,?,2022-05-02
0,5/29/23 16:26:27,60,Poliwag,-,♂,¢₃₆♂,11.0,11.0,211,58,1300,35.6,35.6,35.6,0.0,5.0,11.0,1, - , - , - ,0.0, - , - ,Politoed,250,250,Poliwrath,750,750,Little League,,,1,0,0,0,642,1,0,?,2021-12-22
0,5/29/23 16:26:30,60,Poliwag Shadow,-,♀,>$08₇₁⓯♀,8.0,8.0,173,50,960,71.1,71.1,71.1,15.0,2.0,15.0,1, - , - , - ,0.0, - , - ,Poliwhirl,1111,1111,Poliwrath,3263,3263,Shadow,,,1,0,0,0,642,2,0,?,2022-02-12
0,5/29/23 16:26:31,60,Poliwag Shadow,-,♀,>$08₆₀⑨♀,8.0,8.0,168,46,960,60.0,60.0,60.0,9.0,14.0,4.0,1, - , - , - ,0.0, - , - ,Poliwhirl,607,607,Politoed,1302,1302,Shadow,,,1,0,0,0,642,2,0,?,?
0,5/29/23 16:26:33,61,Poliwhirl,-,♀,£18e₆₉♀,28.0,28.0,1025,125,4500,68.9,68.9,68.9,1.0,15.0,15.0,1, - , - , - ,0.0, - , - ,Poliwhirl,305,305,Poliwrath,18,18,Ultra League,,,1,0,0,0,645,1,0,?,2023-?-?
0,5/29/23 16:26:37,61,Poliwhirl Purified,-,♂,^_25₇₈⑬⓯⑦♂,25.0,25.0,977,113,3600,77.8,77.8,77.8,13.0,15.0,7.0,1, - , - , - ,0.0, - , - ,Poliwhirl,426,426,Poliwrath,2442,2442,Default,,,1,0,0,0,645,4,0,?,2023-?-?
0,5/29/23 16:26:39,61,Poliwhirl Purified,-,♀,^_25₇₁⑭⑪⑦♀,25.0,25.0,969,113,3600,71.1,71.1,71.1,14.0,11.0,7.0,1, - , - , - ,0.0, - , - ,Poliwhirl,766,766,Poliwrath,2635,2635,Default,,,1,0,0,0,645,4,0,?,2023-?-?
0,5/29/23 16:26:42,61,Poliwhirl Purified,-,♂,^_25₆₉⑪⑪⑨♂,25.0,25.0,954,114,3600,68.9,68.9,68.9,11.0,11.0,9.0,1, - , - , - ,0.0, - , - ,Poliwhirl,570,570,Politoed,1826,1826,Default,,,1,0,0,0,645,4,0,?,2023-?-?
0,5/29/23 16:26:45,61,Poliwhirl Purified,-,♀,^_25₆₂⑦⑦⑭♀,25.0,25.0,927,118,3600,62.2,62.2,62.2,7.0,7.0,14.0,1, - , - , - ,0.0, - , - ,Poliwhirl,1087,1087,Politoed,715,715,Default,,,1,0,0,0,645,4,0,?,2023-?-?
0,5/29/23 16:26:49,61,Poliwhirl,-,♀,¥82₉₃♀,20.0,20.0,794,106,2500,93.3,93.3,93.3,12.0,15.0,15.0,1, - , - , - ,0.0, - , - ,Poliwhirl,82,82,Politoed,1217,1217,Great League,,,1,0,0,0,645,1,0,?,2022-04-22
0,5/29/23 16:26:52,61,Poliwhirl,-,♂,^_20₈₉⑬⑭⑬♂,20.0,20.0,792,105,2500,88.9,88.9,88.9,13.0,14.0,13.0,1, - , - , - ,0.0, - , - ,Poliwhirl,346,346,Politoed,1162,1162,Default,,,1,0,0,0,645,1,0,?,2023-?-?
0,5/29/23 16:26:55,61,Poliwhirl,-,♀,%?15₉₈⓯♀,15.0,15.0,606,92,1900,97.8,97.8,97.8,15.0,14.0,15.0,1, - , - , - ,0.0, - , - ,Poliwhirl,493,493,Politoed,1903,1903,3 Stars,,,1,0,0,0,645,1,0,?,?
0,5/29/23 16:26:57,61,Poliwhirl Shadow,-,♀,¥3₇₈♀,13.0,13.0,492,85,1920,77.8,77.8,77.8,6.0,14.0,15.0,1, - , - , - ,0.0, - , - ,Poliwhirl,3,3,Politoed,326,326,Great League,,,1,0,0,0,645,2,0,?,2023-?-?
0,5/29/23 16:26:59,61,Poliwhirl Shadow,-,♀,¥151₇₁♀,13.0,13.0,489,85,1920,71.1,71.1,71.1,7.0,10.0,15.0,1, - , - , - ,0.0, - , - ,Poliwhirl,151,151,Politoed,503,503,Great League,,,1,0,0,0,645,2,0,?,2023-?-?
0,5/29/23 16:27:00,61,Poliwhirl,-,♀,¥26₈₀♀,12.0,12.0,458,81,1300,80.0,80.0,80.0,7.0,15.0,14.0,1, - , - , - ,0.0, - , - ,Poliwhirl,26,26,Politoed,379,379,Great League,,,1,0,0,0,645,1,0,?,2023-?-?
0,5/29/23 16:27:03,61,Poliwhirl,-,♂,^_11₇₁⓯⑬④♂,11.0,11.0,429,73,1300,71.1,71.1,71.1,15.0,13.0,4.0,1, - , - , - ,0.0, - , - ,Poliwhirl,1002,1002,Politoed,3137,3137,Default,,,1,0,0,0,645,1,0,?,2023-?-?
0,5/29/23 16:27:06,61,Poliwhirl,-,♀,¥42e₅₁♀,10.0,10.0,357,72,1000,51.1,51.1,51.1,1.0,14.0,8.0,1, - , - , - ,0.0, - , - ,Politoed,42,42,Poliwrath,170,170,Great League,,,1,0,0,0,645,1,0,?,2023-?-?
0,5/29/23 16:27:08,61,Poliwhirl Shadow,-,♀,>$08₆₂⑬♀,8.0,8.0,301,61,960,62.2,62.2,62.2,13.0,15.0,0.0,1, - , - , - ,0.0, - , - ,Poliwhirl,827,827,Politoed,3126,3126,Shadow,,,1,0,0,0,645,2,0,?,2023-?-?
0,5/29/23 16:27:10,61,Poliwhirl Shadow,-,♀,>$08₂₇①♀,8.0,8.0,270,64,960,26.7,26.7,26.7,1.0,1.0,10.0,1, - , - , - ,0.0, - , - ,Politoed,1085,1085,Poliwrath,611,611,Shadow,,,1,0,0,0,645,2,0,?,2023-?-?
0,5/29/23 16:27:11,61,Poliwhirl,-,♂,£17e₆₂♂,1.0,1.0,18,16,200,62.2,62.2,62.2,2.0,15.0,11.0,1, - , - , - ,0.0, - , - ,Politoed,236,236,Poliwrath,17,17,Ultra League,,,1,0,0,0,645,1,0,?,2022-?-?
0,5/29/23 16:27:13,62,Poliwrath,-,♂,^_21₈₂⓯⑪⑪♂,21.0,21.0,1522,133,3000,82.2,82.2,82.2,15.0,11.0,11.0,1, - , - , - ,0.0, - , - , - , - , - ,Poliwrath,2412,2412,Default,,,1,0,0,0,648,1,0,?,2016-10-19
0,5/29/23 16:27:17,62,Poliwrath,-,♂,^_20₈₉⑬⑫⓯♂,20.0,20.0,1451,132,2500,88.9,88.9,88.9,13.0,12.0,15.0,1, - , - , - ,0.0, - , - ,Poliwrath,1552,1552,Poliwrath,2463,2463,Default,,,1,0,0,0,648,1,0,?,2021-06-22
0,5/29/23 16:27:21,62,Poliwrath,-,♂,^_15₁₁⓪⓪⑤♂,15.0,15.0,962,109,1900,11.1,11.1,11.1,0.0,0.0,5.0,1, - , - , - ,0.0, - , - ,Poliwrath,2383,2383,Poliwrath,1395,1395,Default,,,1,0,0,0,648,1,0,?,2023-?-?
0,5/29/23 16:27:23,62,Poliwrath,-,♂,¥8₆₀♂,12.0,12.0,818,101,1300,60.0,60.0,60.0,2.0,13.0,12.0,1, - , - , - ,0.0, - , - ,Poliwrath,8,8,Poliwrath,193,193,Great League,,,1,0,0,0,648,1,0,?,2023-?-?
0,5/29/23 16:27:25,62,Poliwrath Shadow,-,♀,¥42₄₂♀,8.0,8.0,524,80,960,42.2,42.2,42.2,0.0,11.0,8.0,1, - , - , - ,0.0, - , - ,Poliwrath,42,42,Poliwrath,270,270,Great League,,,1,0,0,0,648,2,0,?,2023-?-?
0,5/29/23 16:27:26,63,Abra,-,♂,¥₉₁♂,24.0,24.0,902,70,3500,91.1,91.1,91.1,12.0,14.0,15.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Great League,,,1,0,0,0,726,1,0,?,2023-?-?
0,5/29/23 16:27:30,63,Abra Purified,-,♀,^_25₅₁⑦⑫④♀,25.0,25.0,860,64,3600,51.1,51.1,51.1,7.0,12.0,4.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Default,,,1,0,0,0,726,4,0,?,2020-03-15
0,5/29/23 16:27:33,63,Abra,-,♂,^_20₈₀⑭⑫⑩♂,20.0,20.0,733,61,2500,80.0,80.0,80.0,14.0,12.0,10.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Default,,,1,0,0,0,726,1,0,?,2017-03-25
0,5/29/23 16:27:35,63,Abra,-,♂,¥₉₃♂,17.0,17.0,642,57,2200,93.3,93.3,93.3,15.0,15.0,12.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Great League,,,1,0,0,0,726,1,0,?,?
0,5/29/23 16:27:37,63,Abra,-,♂,^_18₆₂⑬④⑪♂,18.0,18.0,631,58,2200,62.2,62.2,62.2,13.0,4.0,11.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Default,,,1,0,0,0,726,1,0,?,2020-12-12
0,5/29/23 16:27:40,63,Abra Shadow,-,♂,>$08₇₃⑫♂,8.0,8.0,285,37,960,73.3,73.3,73.3,12.0,13.0,8.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Shadow,,,1,0,0,0,726,2,0,?,2023-?-?
0,5/29/23 16:27:41,63,Abra,-,♂,^_08₅₁⑤⑥⑫♂,8.0,8.0,270,39,800,51.1,51.1,51.1,5.0,6.0,12.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Default,,,1,0,0,0,726,1,0,?,2023-?-?
0,5/29/23 16:27:43,63,Abra,-,♂,¥₆₄♂,1.0,1.0,17,10,200,64.4,64.4,64.4,2.0,14.0,13.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Great League,,,1,0,0,0,726,1,0,?,2022-06-28
0,5/29/23 16:27:46,64,Kadabra,-,♂,^_32₆₂④⑬⑪♂,32.0,32.0,1703,97,6000,62.2,62.2,62.2,4.0,13.0,11.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Default,,,1,0,0,0,729,1,0,?,2023-?-?
0,5/29/23 16:27:49,64,Kadabra Purified,-,♂,^_25₇₁⑪⑨⑫♂,25.0,25.0,1398,88,3600,71.1,71.1,71.1,11.0,9.0,12.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Default,,,1,0,0,0,729,4,0,?,2021-12-27
0,5/29/23 16:27:52,64,Kadabra,-,♀,^_21₆₄⓯⑭⓪♀,21.0,21.0,1160,73,3000,64.4,64.4,64.4,15.0,14.0,0.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Default,,,1,0,0,0,729,1,0,?,2023-?-?
0,5/29/23 16:27:57,64,Kadabra,-,♂,£₉₁♂,20.0,20.0,1158,80,2500,91.1,91.1,91.1,14.0,12.0,15.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Ultra League,,,1,0,0,0,729,1,0,?,2021-12-18
0,5/29/23 16:28:00,64,Kadabra,-,♀,£₈₂♀,20.0,20.0,1140,78,2500,82.2,82.2,82.2,11.0,14.0,12.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Ultra League,,,1,0,0,0,729,1,0,?,2017-04-17
0,5/29/23 16:28:03,64,Kadabra,-,♀,^_12₈₂⓯⑫⑩♀,12.0,12.0,685,60,1300,82.2,82.2,82.2,15.0,12.0,10.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Default,,,1,0,0,0,729,1,0,?,2020-?-?
0,5/29/23 16:28:05,64,Kadabra,-,♂,£₈₉♂,9.0,9.0,515,53,1000,88.9,88.9,88.9,11.0,14.0,15.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Ultra League,,,1,0,0,0,729,1,0,?,2023-?-?
0,5/29/23 16:28:08,64,Kadabra Shadow,-,♀,>$08₆₂⑨♀,8.0,8.0,434,48,960,62.2,62.2,62.2,9.0,9.0,10.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Shadow,,,1,0,0,0,729,2,0,?,2021-12-28
0,5/29/23 16:28:09,64,Kadabra Shadow,-,♀,¥₅₈♀,8.0,8.0,430,47,960,57.8,57.8,57.8,5.0,15.0,6.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Great League,,,1,0,0,0,729,2,0,?,2023-?-?
0,5/29/23 16:28:10,64,Kadabra,-,♂,^_07₇₃⑦⑬⑬♂,7.0,7.0,383,46,800,73.3,73.3,73.3,7.0,13.0,13.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Default,,,1,0,0,0,729,1,0,?,2023-?-?
0,5/29/23 16:28:13,65,Alakazam,-,♂,.40₇₆♂,40.0,40.0,2944,124,10000,75.6,75.6,75.6,7.0,15.0,12.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,lvl35+,,,1,0,0,0,732,1,0,?,?
0,5/29/23 16:28:16,65,Alakazam,-,♀,^_31₅₁⑩⑨④♀,31.0,31.0,2485,110,6000,51.1,51.1,51.1,10.0,9.0,4.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Default,,,1,0,0,0,732,1,0,?,2023-?-?
0,5/29/23 16:28:19,65,Alakazam,-,♂,^_20₈₂⑫⑬⑫♂,20.0,20.0,1703,94,2500,82.2,82.2,82.2,12.0,13.0,12.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Default,,,1,0,0,0,732,1,0,?,2016-11-04
0,5/29/23 16:28:22,65,Alakazam,-,♂,^_15₈₂⑪⑫⑭♂,15.0,15.0,1277,82,1900,82.2,82.2,82.2,11.0,12.0,14.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Default,,,1,0,0,0,732,1,0,?,2020-05-04
0,5/29/23 16:28:24,65,Alakazam,-,♂,¥₆₄♂,13.0,13.0,1076,77,1600,64.4,64.4,64.4,3.0,11.0,15.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Great League,,,1,0,0,0,732,1,0,?,2020-11-26
0,5/29/23 16:28:27,65,Alakazam,-,♀,^_09₉₁⓯⑬⑬♀,9.0,9.0,772,63,1000,91.1,91.1,91.1,15.0,13.0,13.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Default,,,1,0,0,0,732,1,0,?,2023-?-?
0,5/29/23 16:28:29,65,Alakazam,-,♂,%㉓04₉₆⑭♂,4.0,4.0,318,41,400,95.6,95.6,95.6,14.0,14.0,15.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,3 Stars,,,1,0,0,0,732,1,0,?,2023-?-?
0,5/29/23 16:28:33,66,Machop Purified,-,♀,¥513e₈₉♀,25.0,25.0,884,124,3600,88.9,88.9,88.9,11.0,14.0,15.0,1, - , - , - ,0.0, - , - ,Machoke,513,513,Machamp,1278,1278,Great League,,,1,0,0,0,1294,4,0,?,?
0,5/29/23 16:28:36,66,Machop,-,♀,¥1425e₉₃♀,15.0,15.0,537,96,1900,93.3,93.3,93.3,12.0,15.0,15.0,1, - , - , - ,0.0, - , - ,Machoke,1425,1425,Machamp,2677,2677,Great League,,,1,0,0,0,1294,1,0,?,2021-12-18
0,5/29/23 16:28:39,66,Machop Shadow,-,♀,>$13₆₂⑨♀,13.0,13.0,439,86,1920,62.2,62.2,62.2,9.0,12.0,7.0,1, - , - , - ,0.0, - , - ,Machoke,635,635,Machamp,1766,1766,Shadow,,,1,0,0,0,1294,2,0,?,2023-?-?
0,5/29/23 16:28:40,66,Machop,-,♂,¥183E₆₉♂,13.0,13.0,437,89,1600,68.9,68.9,68.9,7.0,10.0,14.0,1, - , - , - ,0.0, - , - ,Machamp,183,183,Machamp,723,723,Great League,,,1,0,0,0,1294,7,0,?,2023-?-?
0,5/29/23 16:28:42,66,Machop,-,♂,¥114e₄₇♂,8.0,8.0,252,67,800,46.7,46.7,46.7,0.0,13.0,8.0,1, - , - , - ,0.0, - , - ,Machoke,114,114,Machamp,244,244,Great League,,,1,0,0,0,1294,7,0,?,2023-?-?
0,5/29/23 16:28:43,66,Machop,-,♂,^_07₇₆⑦⓯⑫♂,7.0,7.0,234,64,800,75.6,75.6,75.6,7.0,15.0,12.0,1, - , - , - ,0.0, - , - ,Machoke,323,323,Machamp,1271,1271,Default,,,1,0,0,0,1294,1,0,?,2021-10-25
0,5/29/23 16:28:46,66,Machop,-,♂,^_07₇₃⑪⑨⑬♂,7.0,7.0,234,64,800,73.3,73.3,73.3,11.0,9.0,13.0,1, - , - , - ,0.0, - , - ,Machoke,1761,1761,Machamp,2515,2515,Default,,,1,0,0,0,1294,1,0,?,?
0,5/29/23 16:28:48,66,Machop,-,♂,¢824E₁₆♂,5.0,5.0,142,49,600,15.6,15.6,15.6,0.0,7.0,0.0,1, - , - , - ,0.0, - , - ,Machoke,302,302,Machamp,740,740,Little League,,,1,0,0,0,1294,1,0,?,2021-12-18
0,5/29/23 16:28:51,67,Machoke,-,♀,^_32₇₆⑫⑦⓯♀,32.0,32.0,1719,152,6000,75.6,75.6,75.6,12.0,7.0,15.0,1, - , - , - ,0.0, - , - , - , - , - , - , - , - ,Default,,,1,0,0,0,1297,1,0,?,2021-02-20
0,5/29/23 16:28:56,67,Machoke Purified,-,♀,^_25₈₄⑪⑭⑬♀,25.0,25.0,1408,135,3600,84.4,84.4,84.4,11.0,14.0,13.0,1, - , - , - ,0.0, - , - ,Machoke,920,920,Machamp,1915,1915,Default,,,1,0,0,0,1297,4,0,?,2020-08-06
